时间,城市,昵称,性别,等级,评分,评论
2018-09-23,上海,viviliu873,0,4,5,我是哭着看完的，太心疼了，愿所有的青春都能被温柔以待！
2018-09-23,哈尔滨,tud458137783,0,3,5,已哭晕在电影院，快替我打120吧😂
2018-09-23,苏州,WRN406341650,0,5,5,郭敬明的小说陪伴了我整个中学时代，影片和小说一样好看，没有失望，虽然都是不知名的演员但是演的不做作，反而很文艺，邬君梅演技很棒！愿所有人的青春，都能被温柔对待。
2018-09-23,德阳,Memories___Y,1,3,0.5,巨难看 建议看看介绍片就好
2018-09-23,嘉兴,rUn305104560,0,3,5,我认为这个电影让我知道，有人在后面你或笑话你，让我感受到心里是多么痛苦、伤心、难过。
2018-09-23,重庆,gwf395611347,0,2,5,真切地反映现实情况。
2018-09-23,连云港,Narratorlu,2,2,5,愿世界温暖每一个易遥
2018-09-23,邵阳,诉一身挚爱,0,2,4.5,很不错，拒绝冷暴力
2018-09-23,淮安,EBSFAKE,0,2,5,哭着出来 值得去看的一部影片 果断好评
2018-09-23,郑州,Ceh594201279,0,4,4.5,首先，必须要带纸巾。其次，挺讨厌郭敬明的作品，太商业化，但是这部电影改观了，应该归功导演的功劳吧，新演员都挺好的，虽然会有些生硬，总体来说是好的。可以一看，那些说差评的，希望你们能再次感受下
2018-09-23,青岛,XXB805668955,0,0,5,"真的是良心剧 从刚开始有些笑点到最后哭到抽搐
每个人物性格都阐释的很好 易遥的容忍可怜 齐铭的温暖优越 顾森西的仗义** 顾森西的温柔善良 唐小米的表里不一 易遥妈妈藏在骨子里的爱 都深深打动了我
校园欺凌真的是很猖獗 三人成虎 自己不知道舆论的伤害有多大  拿开玩笑当借口不自觉逼得一个可爱的人居然不惧去死   一部令人感慨万千的电影
强烈推荐 真的会感悟许多 愿每个人的青春都被温柔以待
"
2018-09-23,娄底,yYM188161220,0,3,5,很好看，感动的
2018-09-23,南京,你好，余周周,1,4,5,"前半部分抒情有些过头，后半部分很出彩
怪不得郭敬明这部小说很出名"
2018-09-23,郑州,从此丶回忆里,1,2,5,西是太阳从西边出来的西。看完心里很涩，没想到落落导演能把镜头处理的这么好，人物这么丰满。在我心中，青春片之首，至少现在。
2018-09-23,常德,VDG392015144,1,3,1.5,台词矫揉造作。剧情过度突兀。浪费了好题材，浓烈的郭敬明的特点。好好拍电影就不要拍mv。爵迹不好好写去拍电影，小说不好好写，去拍电影。
2018-09-23,长春,mjr709671235,2,4,5,很有教育意义，值得一看
2018-09-23,通辽,勤奋的鲸鲸er,0,1,5,🥀就很悲伤。或多或少在小时候也受到过校园暴力，当时似乎漫不经心，但实际回想起来，也哭过很多次啊。
2018-09-23,北京,XYK805960664,2,1,5,"愿世界再没有第二个易遥 也没有第二个唐小米 
没有那么多随波逐流的懦弱者 而是多一些顾森西。希望。"
2018-09-23,南京,YSTOTOP,1,3,5,"距离上次看完这本书有七八年了吧，书中的情节已经有点模糊了。。。

        观影小结：
        前面易瑶台词有点虚华，比较适合小说用，部分字幕提前，少了悬念。
        顾森西笑点满满，但后面姐姐死后的呆滞表情造成的人物性格落差能让观众心情跟着一起大起大落。
        不得不说几个关键情节的配乐真的不错，成功将观众代入了进去，一定程度上弥补了前面为了节省整体时间而陈述未满的剧情。
       最后的结局同小说有不同（如果我没记错的话），，，建议观看！建议带纸巾观看！建议先看完书再观看！
       黑暗中慢慢流淌着悲伤的河流。淹没了所有没有来得及逃走的青春和时间。"
2018-09-23,汕头,MIp494282648,0,2,5,挺好看的。校园欺凌太恐怖，感人
2018-09-23,石河子,小幸运J,1,2,5,愿每一个人都被温柔以待😚😊 
2018-09-23,天津,冰糖水11,1,3,2.5,没有想象中的那么虐心
2018-09-23,赣州,nhi769165654,1,1,4.5,挺不错的，现在的电电影越来越揭露事实了
2018-09-23,上海,陌羽,2,3,5,不错，立意很深刻。挺感人，表白两位男主的颜值
2018-09-23,杭州,WNE501000135,0,1,3.5,一般般吧就是说的是校园暴力
2018-09-23,中山,Consistent！589,2,2,4.5,不错，很感人，
2018-09-23,萍乡,zqa487359729,0,2,5,非常喜欢，剧情很好
2018-09-23,南昌,琉璃年华758,0,1,5,拍的很好，给人生上了一堂课
2018-09-23,莱州,潭潭潭潭,1,3,5,看得我一肚子火
2018-09-23,西安,kpu894732829,0,2,5,很棒的影片，深深地刻画了人物形象，反映出当今社会上一个十分严重的问题。很有教育意义。
2018-09-23,东莞,Kumamon,2,4,5,我是真的非常喜欢了
2018-09-23,枣庄,wmz我很好哦,0,2,4,嗯，怎么说呢，我没看过这个小说，但也听同学说了一嘴，但是，没想到这么这么虐，感觉就是很让人心疼，确实悲伤，这部电影真的挺好的
2018-09-23,义乌,saG707247918,2,2,4,挺好的两个泪点一个妈妈带她去看病一个是跳河，我的青春随着电影也流逝了感谢，感谢有幸我不是那个被霸凌过的女孩，愿你们都好
2018-09-23,杭州,malezhuanyong,1,2,5,戴圣洁哭的一把鼻涕一把泪 给个10分？
2018-09-23,淮南,Sc复杂,1,3,2.5,教育片，中小学生看看不错，不值得花钱去电影院
2018-09-23,泸州,情非所已丿,1,3,5,和我姐去看的，很感人，哭得……
2018-09-23,中牟,vcG880207718,0,1,4.5,一开始听到觉得也许很普通吧！但是看了影评之后，越发的想看呢！直到真正的来看，心痛的感觉，虽然有黑暗的氛围，但不免也少不了温暖的地方，两次戳中泪点，母亲的不易和那种特殊的保护女儿的方法，只是这个母亲不易。班长的温暖让易遥最初是温暖的，尽管最后有些误会，只是他并不能体会易遥的痛，最最温暖的是还好森西一直陪她……影片的确很棒，极少题材的电影却让人看了之后很感动，校园暴力不应该出现在最简单的校园里，愿每个人都被世界温柔以待……再一次和他一起约电影，哥们，这样就挺好的……☺愿我们能长长久久的做好朋友😜
2018-09-23,西安,LCp172260418,0,4,3.5,这部影片在情节的衔接上做的很不错，运用的冷色调情景也很好，但是很可惜的一点就是它将背景设置在了上世纪和本世纪的过渡阶段，我认为这样表达不出本片的原本意义。
2018-09-23,武汉,神债债,0,4,4.5,挺好看的，太感动了，很久没有这样哭过了，演员的演技很棒
2018-09-23,淄博,OAM776845202,0,2,5,很好看，很感人，哭了好几遍
2018-09-23,呼和浩特,KiF498988380,0,2,5,又生气又感动，伤感但却不矫情。
2018-09-23,阜阳,bOv784685553,0,1,5,太好看了！作为学生真的要看啊！觉得校园暴力真的好恐怖😱也觉得自已很幸福啊……
2018-09-23,永嘉县,pKw36658415,0,2,4,还是觉得小说精彩点，电影演不出让很悲伤的感觉！
2018-09-23,赣州,龙腾祥瑞,1,4,4,沉重的校园暴力问题，值得全社会关
2018-09-23,巢湖,昌小康,1,3,5,好看棒棒棒棒
2018-09-23,清远,tbW534660761,0,2,5,"我竟然觉得幸亏 幸亏只有顾西湘死了并且她没有遭受其他的东西
但是这些已经让我一度哽咽到不能呼吸"
2018-09-23,宁波,zwJ610091830,1,3,5,良心作品，触摸到你心里那个伤痕
2018-09-23,武威,雨梦潇雅,2,3,5,特别感动，建议大家都看看，挺好的，
2018-09-23,郑州,鉄罗汉,0,2,3,一般般，没有矛盾点，小故事不好看
2018-09-23,襄阳,JAa277518988,0,3,5,很扎心的一部电影，愿所以的青春都能温暖以待！为郭敬明点赞！
2018-09-23,郴州,xrk728661268,0,2,5,可以的哈哈哈
2018-09-23,运城,小小小女孩108,0,1,4,影片有两个泪点，一个妈妈牵着女儿的手，一个女主掉入水中
2018-09-23,杭州,foe992736260,1,4,4,90年出生这一代人的悲伤青春文学
2018-09-23,重庆,VuX793176425,0,2,5,比预想好看，值得去看
2018-09-23,成都,Soob1nms,0,3,0.5,我从来就没看过这么烂的剧
2018-09-23,安福,RwW515828912,0,1,5,刚刚看完   眼泪止不住呀😭😭😭    好看  感觉太便宜黄小米了
2018-09-23,杭州,Joe丿刘,1,3,5,看完以后感觉好压抑啊
2018-09-23,大连,aed527053981,0,3,5,很真实，会让你感谢现在的生活
2018-09-23,潜江,BLq838677478,2,2,5,超级好看，有泪点，剧情也好，演员演的也不错，很有代入感，旁边一个小学生哭的稀里哗啦的。
2018-09-23,吴江,lzF246670984,0,4,4,展现了现实生活
2018-09-23,宿迁,hoI412612261,0,4,4.5,不错，希望政府多多重视青少年在此方面的成长
2018-09-23,上海,言邺,0,2,4.5,这一场就3个男的😏
2018-09-23,柳州,晴晴3679,2,2,3.5,该片开篇用倒叙的手法，把故事娓娓道来。虽然几个演员的演技比较生涩，但女主角的演技却不错。导演似乎专门捕捉很多女主的眼睛故事，来传达角色的内心情感。结尾处，虽然处理的比较粗糙，台词不太自然，但是还是把我看哭了。尤其是，当我被人物带动情绪时，我反思发现我内心竟然也有应被斥责的思想。能从自己身上发现一些东西，也是我有所得。所以给这部剧点个赞！
2018-09-23,鄱阳,cCk545590931,1,4,5,很感人，不愧是悲伤逆流成河，赚了我很多眼泪
2018-09-23,邛崃,Tci483958590,0,3,4,"整个电影除开霸凌部分还是偏向青春偶像风，最初我是嫌弃的，还是逃不了老套路啊。但整部电影下来，感谢这股偶像风里的顾森西，感谢他这个西边升起的太阳，带来了温暖。只可惜这样的温暖也仅存在于电影中罢了。
唐小米这个人物真的令人心疼不起来，明明自身就是受害者，却还要在一个稍显自己优越的环境里成为施暴者，不应该更感同身受吗？
易遥的原话我记不清了，大我不知道有多少人内心是麻木的，以世界上的黑暗肮脏为自己无聊生活增添一丝趣味。但我知道很多人都没有那份勇气，不敢站出去，可能隐忍久了，最后也麻木了吧。如果易遥没有跳河，那个女生的巴掌也永不会打出去吧？
最后“你不要哭，你要笑，这样世人才不会觉得你可怜，欺负你。”"
2018-09-23,成都,yMP482256215,0,5,2,拍摄手法和十几年前的偶像剧一样尬，影片意义不错。
2018-09-23,日照,yzr492935041,2,2,0.5,很压抑的电影，满满的负能量，误导人自杀，以后不会再看郭敬明的电影，比小时代还烂
2018-09-23,青岛,dhmei17,0,2,5,看哭了，拒绝校园欺凌
2018-09-23,东莞,UOo455676432,2,2,5,貌似看到曾经的自己，校园暴力真的太伤人了，曾经一度想自杀。
2018-09-23,龙岩,Sat483954726,0,4,5,好看！在我们那个年代就有校园暴力事件，这个电影在提醒现代中小学生
2018-09-23,石家庄,天残逆杀,0,1,4.5,还可以    悲伤的很多   但同样很激励我们
2018-09-23,辽阳,diM127040133,0,4,5,不错，太好了
2018-09-23,荆州,songhao2009,0,3,2.5,感觉一般，演员演技不成熟
2018-09-23,深圳,RMq597110010,0,2,5,感人 很有泪点
2018-09-23,南京,Wik916414564,0,2,5,太好看了啊啊啊
2018-09-23,长乐,JtO818140346,0,4,5,好看，感人，令人感动不已
2018-09-23,东莞,YDM446142763,0,4,5,確實挺悲傷的。
2018-09-23,成都,nId828435862,0,3,4.5,情节有点乱，但是剧情看起还是不错的，反映的一些问题，也说清楚了他，还是很不错的👍👍
2018-09-23,深圳,ulx845405128,0,3,5,好看好看好看
2018-09-23,宜兴,qgS77277095,0,3,4,看的人有点压抑
2018-09-23,海沧,cno319959372,0,3,4.5,很悲伤！值得一看！
2018-09-23,蚌埠,MN3975,2,2,5,特别好看，意想不到的好看
2018-09-23,兰州,paG526575267,0,4,5,哭了，哎，扎心，好看，电影值了，剧情值得校园暴力，好好反思，世界应该多点爱
2018-09-23,广汉,jhP655835275,0,4,5,值得看，很有教育意义。
2018-09-23,宜良县,莫颜丶鹏,0,2,4.5,不错，很好看
2018-09-23,佛山,ujc307376624,2,2,5,还没开始看！坐等
2018-09-23,南通,穷得只剩美,0,2,5,非常好看，带教育性的电影很有意义
2018-09-23,贵阳,dengmeirong520,2,3,0.5,我简直被评论误导了、实话，花冤枉钱，演技真的烂，这部剧的题材本是一部很好的题材，却被拍成了烂片，真的，所有该画重点的地方，都是一笔带过了，不知道该怎么形容，校园欺凌也没有具体把细节拍出，反正不好意思，真是拍的太烂了，演技一样、抱歉、
2018-09-23,天津,龙翔虎跃,0,5,4,风景如画，人物清新，剧情由浅入深，电影极力想告诉些什么，最适合16到18岁观看
2018-09-23,万荣,三秋草492,2,1,4.5,我是作为一只原著党去看的，郭敬明的文字很美也很疼痛，文章很空灵，当然结局也会遗憾。但是电影着实让我小小惊讶了一把，饰易瑶的演员，饰演顾森西顾森湘的演员很到位诶，简直就是标准的阵容嘛。但是情节曲折小了很多，没有想象中的惊心动魄，把结尾彻彻底底的反转了一把，好吧其实也不算太差。如果说原著反映了黑暗，那么这部剧就是光明。“走过危机四伏的的青春，我们每个人都是青春的幸存者”
2018-09-23,沈阳,saysry,0,3,5,好看，但虐心，真的看完很难受，但是推广了阻止校园暴力是很好的
2018-09-23,郑州,OOX963562743,0,4,5,天呀，演的太好了，好喜欢顾森西呀~
2018-09-23,太仓,mt14761326796,2,3,5,总有爱你的人在身边～
2018-09-23,成都,cJV365881277,1,4,4,剧情一般 都是比较老套的校园霸凌 但是演技挺好的 特别是顾森西这个角色 让人眼前一亮 最后的对峙也很精彩 没有触及到我的泪点 但是很多人也哭了 挺不错的 但是和原著还是差异挺大 可以一看。
2018-09-23,响水,mbB756001869,0,2,4.5,挺扎心的吧。
2018-09-23,无锡,JmiR,1,5,4,反校园暴力的主题还是可以的
2018-09-23,潍坊,刘昆灬,1,2,5,女主角 赞赞赞！
2018-09-23,东莞,ApP845601494,0,3,4.5,"。哪怕是和你一起长大的人，看见你身陷深渊，面临百鬼，即不能感同身受，也不见得会伸手拉你一把！而愿意和你一起面对百鬼，拉着你一起反抗的人，他除了看清楚你的本质之外，也一定爱你至极。

这个世界确实很无聊！但希望都在无聊至极生活中不要变成可恨至极的人！"
2018-09-23,上海,NIu404820343,2,3,5,挺有教育意义的，建议组织学生看，家长看也能回去教育孩子
2018-09-23,乐山,HWC523377611,0,3,5, 其实每个校园施暴者，都是杀人犯。
2018-09-23,丽水,就是看看啦,0,3,5,。扭扭捏捏你
2018-09-23,成都,小琴920,2,2,5,校园欺凌  真是值得关注 谣言止于智者
2018-09-23,都江堰,MOMENT,2,3,4.5,心情复杂.....
2018-09-23,沈阳,vv_520,2,3,5,电影版的比小说的更正能量了一些。。。
2018-09-23,铜仁,甘桂琴GGQ＿＿,2,3,4.5,愿被世界温暖对待！愿所有校园都充满正能量。
2018-09-23,成都,张梅梅！,2,3,5,"挺好看的，看得很压抑
"
2018-09-23,洛阳,短发飘飘不及腰z,0,2,5,"拍的很好
看得我都哭了"
2018-09-23,从化,sunny_TOPP,2,3,5,挺惊艳的，真的，很有感觉
2018-09-23,中山,小花猫ZY,0,1,5,学校的暴力远比不上社会，有时家庭也足以摧毁一个人，家庭教育也很重要，什么时候上关于家庭暴力电影让做爸妈的也看看?
2018-09-23,上海,毒瘾617,2,3,5,     真的很喜欢这个，一个人来看真的不后悔
2018-09-23,宁德,别愁835,1,3,4.5,其实，每个旁观者都是施暴者 
2018-09-23,成都,迅儿迅儿,2,3,0.5,不知道哪里来的9.1分，本来连一分都不想给的，剧情不连贯，情感很生硬，别说演技了，我连台词都听不下去了…
2018-09-23,沈阳,RRo691547611,0,2,3.5,太墨迹，明明半个小时能演完的剧情，非要100分钟
2018-09-23,兰州,kWF784042746,1,2,5,写出真实，诉出他苦，nice
2018-09-23,义乌,oCI552780403,2,2,4,对于我这个书迷来说这个结局对我来说是最好了，我相信易瑶还活着…
2018-09-23,南昌,llY912071880,0,2,4,演技略青涩，整体还可以。
2018-09-23,郑州,马大灰灰,2,5,5,非常的好看，相当的好看！！！
2018-09-23,郑州,y情深何需显摆,2,2,4.5,"误会 侮辱 真的能逼死人  
      备纸巾     备纸巾"
2018-09-23,宁波,芒果果果果果酱,2,2,5,看完心很塞，也哭了。我觉得这就是对这电影的最好的反馈。题材很沉重，却也给了希望。
2018-09-23,上海,KPQ606609880,0,2,3.5,女主角长得就很有故事 相比于男主更喜欢男二 男主就只会怪女主 所以说真的没有感同身受  结局女主的控诉蛮触动的 希望每个人的青春都被温柔以待吧……
2018-09-23,从化,UAP382107057,0,3,5,"贼好看！就是看哭了……
很有教育意义 然后然后强烈安利！！！"
2018-09-23,南昌,唐璜329,0,1,5,看完很压抑 很好看
2018-09-23,河源,白色的雨滴,0,1,4,挺好看的。。
2018-09-23,北京,HelloKitty菲菲ff,0,2,4,结尾有一种没演完的感觉，不过大部分电影也都是这样，毕竟电影时间比较紧凑，还是不错的片子，有启发，希望大家都能有自己的想法，不要只做随波逐流，你不能做到帮助别人，但也请你不要害人，善良很重要。
2018-09-23,重庆,皓皓骏骏,1,5,3.5,整体还不错，校园暴力这个真实存在的问题，希望以后再也没有被欺负的同学
2018-09-23,南昌,HfA399340426,2,2,5,电影剧情挺好的，很好看的电影，就是电影院太热了，应该没开空调
2018-09-23,石家庄,vRT160499260,0,2,1.5,烂片，，一点都没意思，假的不行，，，台词跟嘴型都对不上，演的生硬
2018-09-23,盐城,王懿纯吖,2,3,5,原著党……感觉和小说还是有太多不一样，虽然明白有些东西如果不改变不一定能过审，但……真的喜欢悲伤逆流成河的话，还是去读小说吧……
2018-09-23,沈阳,sRO30415011,0,2,5,被孤立也算一种无声的暴力，影响一生。我拒绝暴力
2018-09-23,廊坊,半夏,2,3,5,挺好看的，和闺蜜都感动哭了！
2018-09-23,西安,jXn819724129,0,3,3.5,反正我女朋友看哭了，
2018-09-23,义乌,qmg523411114,0,4,4,感谢我的同学们
2018-09-23,张家港,小马头MSY,0,3,4,我很庆幸，正值青春，被温柔以待。校园暴力真的很多，希望有更多人去关注，拯救沉浸在黑暗中那些孩子。
2018-09-23,衢州,万里云509,1,1,5,写实👍 👍 👍 👍 👍 👍 
2018-09-23,沈阳,RXY174910384,0,2,5,值得让人深思的一部电影...
2018-09-23,郑州,悦悦最可爱183,2,1,5,有笑点也有泪点 非常的现实 总之超好看看到最后哭的喘不上气
2018-09-23,聊城,Shmily,0,2,5,"“我叫顾森西，西是太阳从西边出来的西”[太阳]
愿所有的所有都被温柔以待[奥特曼] ​"
2018-09-23,桐庐,qJs306104026,0,2,5,校园暴力就在身边啊，，，说对不起，一两秒功夫，而没关系，一辈子说不出
2018-09-23,东莞,Aog301859277,0,2,5,真的很好看，因为我也是个高中生，所以我很理解她的心情，感触颇多，很棒
2018-09-23,郑州,Lanier岚,2,1,5,超级赞，取自社会真实现象的题材
2018-09-23,北京,NjT917333390,2,2,5,"以下是一步灰暗及忧郁的电影
十几岁的年纪 本该是美好的青春却因为某些原因遭受各种欺凌 换作是任何人都会疯掉的 因为你们看不到事情的本身 你们根本不知道真相 只是道听途说 垃圾本来就是应该扔掉的 而你们却反复咀嚼也不知道恶心 根本不知道人身攻击的伤害对她的伤害有多大 你生活在光亮里就觉得世界是光亮的但是出生在什么样的家庭根本就不是我们可以抉择的但是我们可以经过努力去改变 对待像易遥那样弱小的群体 你们并没有选择去包容 而是变本加厉做出一些伤害她们的事情 别人都是花 而易遥是一颗仙人掌 就这样森西还把她捧在手心里 全校的人都不相信她包括从小一起长大的齐铭 即使是他的家人森西也选择了相信她 没人知道"
2018-09-23,吉林,SWC950305504,1,2,5,幸福的家庭千篇一律，不幸的家庭各有各的不幸。
2018-09-23,深圳,戈973,1,4,3,题材是好题材，拍得也还不错，就是剧情烂了点。。
2018-09-23,大连,橘市,0,3,4.5,挺好的啊。。
2018-09-23,库尔勒,WbJ517176545,1,1,5,只说一句，记得带上纸巾，你肯定不会后悔！！！
2018-09-23,兰州,马国智,0,2,5,有深度的一部电影，我们的中小学教育该是做一做反思了，希望大家都能看看!
2018-09-23,阜阳,梦与你,2,3,5,"非常感人 特别好看
简直完美 到位👌"
2018-09-23,长沙,Ypp521158353,0,2,5,"太好看了…
还有男主太可爱了"
2018-09-23,银川,婷卡小熊,2,3,5,只有被校园欺凌过才能看懂这部电影。
2018-09-23,天津,白色鞋带,2,3,5,深有感触……
2018-09-23,西安,NkV116466200,0,3,4.5,真的很不错了 看完还会想剧情的呢种
2018-09-23,包头,wuli谦谦君子,0,2,5,心碎成渣。很多时候，施暴者也是受害者。就像杀人偿命天经地义一样，听起来没什么问题，可这就是一个恶性的循环。我是一个幸运的人，没有遇到校园霸凌。也希望所有人和我一样幸运
2018-09-23,武汉,AkV598096134,0,3,5,真的很真实，校园暴力真的很可怕
2018-09-23,保定,Lollipop959,1,3,4.5,影片中莫名其妙的恐怖片bgm，真心不能理解，烘托情节靠这种bgm有点用错力了，结尾强行跳到校园欺凌的画风真心接受不了，彩蛋环节的路人环节是干啥的??小说强行改成教育片??
2018-09-23,鲁山,MiE392388650,0,1,5,学生时代受到的伤害带给人的影响太大了，抵制校园暴力
2018-09-23,苏州,失忆syz,2,2,5,很真实，很感人
2018-09-23,兰州,SkN512346132,0,5,5,校园暴力代表作，很好看
2018-09-23,商河,kKs428182302,0,3,5,结尾改的很好
2018-09-23,武汉,RZN313312705,2,5,5,想起初中那些欺负我的男生(´喳`ʃƪ）
2018-09-23,昆明,Aeerii,2,4,5,悲伤逆流成河就是我的青春，之前看书反反复复看了好多遍，常常沉溺在书中的情节哭的不能自已，虽然结局有所不同，但是总之很让人感动，很触动泪点
2018-09-23,长沙,曾曾大可爱,0,3,5,国产中的战斗机
2018-09-23,清远,风雨花748,2,4,5,有些孩子住得好，吃得好，穿着全身名牌。有些孩子却连买套校服都没钱。学费也是妈妈五元十元地凑起来的。病了也没钱医治。希望所有的父母都能真正关爱自己的孩子，愿所有的青春都被温暖对待！
2018-09-23,贵阳,柠檬de梦,0,3,5,好看，感触很深
2018-09-23,银川,宝宝72,2,3,5,我是一名学生 回想起初中的时候 真的有些感同身受  这部电影很好看 支持一下啦！
2018-09-23,大连,SDH376035353,0,2,5,太好看了！！中间母女那段看哭了
2018-09-23,深圳,DZg634872241,0,2,4,80后身同感受
2018-09-23,集美,isv167795805,0,1,5,刚看完，真的可以。
2018-09-23,驻马店,世郗,2,4,5,小说我看了结尾，但是影片给人一种救赎的感觉，悲愤的人生想丢又丢不掉，又要拼命朝前走，生活没有一丝光亮，直到顾森西的出现，一道光悄悄渗入裂缝，妈妈拉着她的手去医院，易遥的人生终于被太阳照耀，一道光掺杂着温暖！结尾很完美，人生需要这样的救赎，而不是让悲伤漫延，错误的人生需要重新开始！
2018-09-23,芜湖,fFl583402761,0,2,3.5,就那样呀没有很大触动
2018-09-23,盐城,cpc4478905470595,1,2,5,愿那些曾经欺负过同学的人都****！
2018-09-23,运城,小马1206,1,2,3,看一半停电了……然后就没有然后了……让第二天再去看，应该没时间哦……
2018-09-23,深圳,WEe638687897,2,3,5,很好看 感触很深 可看完了心里很郁闷觉得现在是该好好管管校园暴力 伤害太大了
2018-09-23,合肥,若然rsj,0,1,5,看着有点儿揪心，还好顾森西承担了整部戏的笑点，好评
2018-09-23,无锡,_qqh8s1436694692,2,3,5,超级好看，简直感人
2018-09-23,潍坊,木子敏360,2,2,5,哭了三次，年纪大了吧，看不得这种片子
2018-09-23,即墨,贱贱sj11,0,2,5,喜欢顾森西，这个世界欠我一个顾森西，这十分是给顾森西的
2018-09-23,珠海,撞撞撒儿,0,3,5,校园暴力真的很可怕
2018-09-23,亳州,无可替代wq,0,2,4,还不错吧  擦擦
2018-09-23,三门峡,bPA305190741,0,3,5,主线很抓人心，挺正能量的
2018-09-23,西安,YOV511938079,0,5,4.5,看我我一个人走了半个多小时，情绪半天缓不过来！
2018-09-23,郑州,@杰,1,3,5,"拒绝校园暴力。
人都是趋利避害的，
生活在阳光下的人会觉得这个世界都是光亮的"
2018-09-23,北海,gKt430397339,0,2,5,从头到尾感情表达的都很细腻，整体氛围比较沉重，和几处温暖的细节形成了鲜明的对比，能带动观众内心的情感，也是很有社会意义的影片
2018-09-23,重庆,WSe218234469,0,4,5,难得悲剧影片。
2018-09-23,郑州,KSw809681988,0,3,5,真的太好了，当我以为易瑶真的要被吞噬了，顾森西的手出现了，顾森西拉起了易瑶，顾森西才是易瑶的阳光，是易瑶的希望，我知道，我的顾森西也会出现~
2018-09-23,济南,晨叶思雨,0,4,4,还行吧，没有多好看
2018-09-23,锦州,NVa320023957,0,2,5,电影蛮感人   强烈推荐
2018-09-23,随州,BlB176443787,0,2,5,影片拍得不错，没有原著写的那么虐心，谢天谢地没有**的描述，没有好人坏人。只有人性的空虚，心灵的冷漠。最后女主角对人心冷漠的控诉，是否能唤醒人们的无知和愚蠢？适合初高大学生去看的电影，部有良心的影片。
2018-09-23,贵阳,所罗门的哀,0,3,4.5,最大的缺点就是部分地方叙述太快  还有其他大大小小的问题 总体还不错
2018-09-23,合肥,中国队长1949,1,3,5,愿我们的青春，都能被温柔以待
2018-09-23,南安,Czo580187391,0,1,5,看完想再看一遍
2018-09-23,乌鲁木齐,Wybie,1,4,2.5,我惊了！一个讲校园霸凌的电影 把全部泪点放在一个从来没被欺负过的学生的死？？？？
2018-09-23,息县,杨秋月SWAY～,2,2,4.5,不知道是不友情片还是爱情片…总之很好看…小癞蛤蟆很帅很帅很帅……
2018-09-23,石柱,栀夏°368,2,2,5,特别好看，校园暴力值得引人深思，泪点很多。
2018-09-23,海门,UGq483585278,0,1,5,好看，快哭死了，喜欢顾森西
2018-09-23,洛阳,Gqi988142723,0,2,4.5,有些悲伤，但更多的是沉默，希望更多中学生可以来看，愿所有的人都可以被世界温柔以待，不要放弃，加油！
2018-09-23,北京,wuyongna2077,1,4,3.5,故事不严谨！ 特别是唐小米的行动线很不严谨！
2018-09-23,天津,KWw528221625,0,3,5,有泪点，还是很不错的片子吧
2018-09-23,成都,木槿8342,2,3,5,全程眼泪更本止不住
2018-09-23,南充,Ppb649302714,0,3,4,还好 还好 还好
2018-09-23,湖州,wVQ131943494,2,4,5,特别好看很喜欢
2018-09-23,牡丹江,zON88195282,2,3,5,拒绝校园霸凌，从我做起
2018-09-23,阿克苏,jenny🔺,2,1,5,挺好的，很感人
2018-09-23,成都,苏俊兮兮兮兮哦,0,2,5,凑合。为国产电影加分
2018-09-23,深圳,Gkj650771844,2,2,3,最后半小时还好，前边真的看不下去。
2018-09-23,广州,Hero.377,2,3,5,可以说非常好看了
2018-09-23,锡林郭勒,朱晓珍！,0,3,5,非常感人，很值得一看
2018-09-23,西安,柚子馨IVIXIX,2,1,4,其实影片还可以
2018-09-23,昌乐,NPN744233427,0,2,3.5,废剧情太多但是有一瞬间戳中泪点
2018-09-23,常州,荒4140,1,3,4.5,我记得上次看这本书的时候我才高二，就感觉到十分悲伤，这次看电影版，改了一些，以反映校园霸凌为主题，剧情改了不多，音乐很渲染气氛，结局改了，不那么悲伤。值得这么高的评分
2018-09-23,天水,我们，渐行渐远,0,2,5,良心电影，非常好看。
2018-09-23,太原,MKq150935242,0,3,4,唉~太悲伤了。虽然不及原著那么悲，但是依然在内心深处留下了深刻的影响。愿每一个人都被温柔对待
2018-09-23,哈尔滨,GrW434329712,2,4,4.5,看完电影，特意去搜了一下小说。小说比电影虐多了。还是电影更让我这种喜欢甜美结局的人能接受。女主演技非常自然。喜欢
2018-09-23,徐州,柚子1234567柚子,2,1,5,"其实剧情相比原著改了很多，或许是题材和受众的原因，每一个人物的结局都没有那么悲惨，但是从荧幕感受来讲这样的设计也算可以了，更易被接受，而且演员选角很合适，易遥和顾森西比较喜欢，毕竟郭敬明的原著笔墨色彩实在太悲了，高一时看的这部小说，看完后整整一个月心里都是有阴影的。
觉得影版值得推荐还有一点就是这样的改编或许更容易被理解和接受，在青春期学生中也算是比较好的教育题材。可能我们都生活在毕竟幸运的环境，可是这样的易遥有好多，更有甚者都是存在的，有时候言语的中伤反而比明晃晃的刀子更易造成不可逆的结果，还是应当保持人性本有的纯真，愿所有的青春都可以被温柔对待，同时拒绝校园暴力!"
